paper_id,method_name,r_precision,ip@3,ir@3,jaccard@3,map,mrr,ir@4,ir@5,ir@6,ir@7
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,Direct+Link,0.0,0.0,0.0,0.0,0.183824,0.25,0.333333,0.333333,0.333333,0.333333
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,Direct+Link,0.333333,0.333333,0.333333,0.2,0.444444,0.5,0.666667,0.666667,0.666667,0.666667
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,Direct+Link,0.0,0.0,0.0,0.0,0.152749,0.125,0.0,0.0,0.0,0.0
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,Direct+Link,0.5,0.333333,0.5,0.25,0.666667,1.0,0.5,0.5,1.0,1.0
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,Direct+Link,0.0,0.333333,1.0,0.333333,0.333333,0.333333,1.0,1.0,1.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,Direct+Link,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,Direct+Link,0.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,Direct+Link,0.5,0.666667,1.0,0.666667,0.583333,0.5,1.0,1.0,1.0,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,Direct+Link,1.0,1.0,0.6,0.6,1.0,1.0,0.8,1.0,1.0,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,Direct+Link,0.5,0.333333,0.5,0.25,0.45,0.5,0.5,1.0,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,Direct+Link,0.333333,0.333333,0.333333,0.2,0.420635,0.333333,0.666667,0.666667,0.666667,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,Direct+Link,1.0,0.666667,1.0,0.666667,1.0,1.0,1.0,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,Direct+Link,0.75,1.0,0.75,0.75,0.808824,1.0,0.75,0.75,0.75,0.75
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,Direct+Link,0.428571,0.0,0.0,0.0,0.357427,0.25,0.142857,0.142857,0.285714,0.428571
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,Direct+Link,0.4,0.333333,0.2,0.142857,0.554798,1.0,0.4,0.4,0.4,0.4
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,Direct+Link,0.25,0.333333,0.125,0.1,0.42897,1.0,0.125,0.125,0.125,0.25
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,Direct+Link,0.333333,0.333333,0.333333,0.2,0.33165,0.5,0.333333,0.333333,0.333333,0.333333
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,Direct+Link,0.333333,0.333333,0.333333,0.2,0.544444,1.0,0.333333,0.333333,0.666667,0.666667
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,Direct+Link,0.0,0.0,0.0,0.0,0.071429,0.071429,0.0,0.0,0.0,0.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,Direct+Link,0.0,0.0,0.0,0.0,0.104183,0.066667,0.0,0.0,0.0,0.0
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,Direct+Link,0.0,0.0,0.0,0.0,0.086799,0.076923,0.0,0.0,0.0,0.0
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,Direct+Link+Layout,0.0,0.0,0.0,0.0,0.116883,0.090909,0.0,0.0,0.0,0.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,Direct+Link+Layout,0.5,0.333333,0.5,0.25,0.566667,1.0,0.5,0.5,0.5,0.5
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.361905,0.5,0.333333,0.333333,0.333333,0.666667
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,Direct+Link+Layout,0.666667,0.666667,0.666667,0.5,0.916667,1.0,1.0,1.0,1.0,1.0
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,Direct+Link+Layout,0.5,0.333333,0.5,0.25,0.7,1.0,0.5,1.0,1.0,1.0
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,Direct+Link+Layout,0.666667,0.666667,0.666667,0.5,0.866667,1.0,0.666667,1.0,1.0,1.0
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.633333,1.0,0.333333,0.666667,1.0,1.0
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.587302,1.0,0.333333,0.333333,0.666667,1.0
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.553571,1.0,0.333333,0.333333,0.333333,0.666667
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.510145,1.0,0.333333,0.666667,0.666667,0.666667
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.283272,0.333333,0.333333,0.333333,0.333333,0.666667
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.444444,0.5,0.666667,0.666667,0.666667,0.666667
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,Direct+Link+Layout,0.25,0.333333,0.25,0.166667,0.400962,1.0,0.25,0.25,0.25,0.25
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,Direct+Link+Layout,0.0,0.0,0.0,0.0,0.267857,0.25,0.5,0.5,0.5,1.0
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,Direct+Link+Layout,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,Direct+Link+Layout,0.0,0.333333,1.0,0.333333,0.5,0.5,1.0,1.0,1.0,1.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,Direct+Link+Layout,0.0,0.333333,1.0,0.333333,0.333333,0.333333,1.0,1.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,Direct+Link+Layout,1.0,0.666667,1.0,0.666667,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,Direct+Link+Layout,1.0,1.0,0.6,0.6,1.0,1.0,0.8,1.0,1.0,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,Direct+Link+Layout,0.5,0.333333,0.5,0.25,0.75,1.0,1.0,1.0,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.633333,1.0,0.333333,0.666667,1.0,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,Direct+Link+Layout,0.5,0.666667,1.0,0.666667,0.583333,0.5,1.0,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,Direct+Link+Layout,0.25,0.333333,0.25,0.166667,0.541667,1.0,0.25,0.5,0.75,0.75
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,Direct+Link+Layout,0.285714,0.333333,0.142857,0.111111,0.481663,1.0,0.142857,0.142857,0.285714,0.285714
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,Direct+Link+Layout,0.4,0.666667,0.4,0.333333,0.607937,1.0,0.4,0.4,0.4,0.6
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,Direct+Link+Layout,0.5,0.666667,0.25,0.222222,0.645119,1.0,0.375,0.375,0.375,0.375
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.519481,1.0,0.333333,0.333333,0.333333,0.666667
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,Direct+Link+Layout,0.0,0.0,0.0,0.0,0.337302,0.25,0.333333,0.333333,0.666667,1.0
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,Direct+Link+Layout,0.0,0.0,0.0,0.0,0.052632,0.052632,0.0,0.0,0.0,0.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,Direct+Link+Layout,0.0,0.0,0.0,0.0,0.118109,0.1,0.0,0.0,0.0,0.0
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,Direct+Link+Layout,0.333333,0.333333,0.333333,0.2,0.230882,0.5,0.333333,0.333333,0.333333,0.333333
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,Direct+Link+Layout+Type,0.0,0.0,0.0,0.0,0.128788,0.090909,0.0,0.0,0.0,0.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,Direct+Link+Layout+Type,0.5,0.333333,0.5,0.25,0.6,1.0,0.5,0.5,0.5,0.5
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.361905,0.5,0.333333,0.333333,0.333333,0.666667
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,Direct+Link+Layout+Type,0.666667,0.666667,0.666667,0.5,0.866667,1.0,0.666667,1.0,1.0,1.0
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,Direct+Link+Layout+Type,0.5,0.333333,0.5,0.25,0.7,1.0,0.5,1.0,1.0,1.0
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,Direct+Link+Layout+Type,0.666667,0.666667,0.666667,0.5,0.866667,1.0,0.666667,1.0,1.0,1.0
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.466667,0.5,0.333333,0.666667,1.0,1.0
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.587302,1.0,0.333333,0.333333,0.666667,1.0
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.553571,1.0,0.333333,0.333333,0.333333,0.666667
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.510145,1.0,0.333333,0.666667,0.666667,0.666667
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.388889,0.5,0.333333,0.333333,0.666667,0.666667
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.444444,0.5,0.666667,0.666667,0.666667,0.666667
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,Direct+Link+Layout+Type,0.5,0.666667,0.5,0.4,0.590909,1.0,0.5,0.5,0.5,0.5
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,Direct+Link+Layout+Type,0.0,0.0,0.0,0.0,0.267857,0.25,0.5,0.5,0.5,1.0
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,Direct+Link+Layout+Type,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,Direct+Link+Layout+Type,0.0,0.333333,1.0,0.333333,0.5,0.5,1.0,1.0,1.0,1.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,Direct+Link+Layout+Type,0.0,0.333333,1.0,0.333333,0.333333,0.333333,1.0,1.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,Direct+Link+Layout+Type,1.0,0.666667,1.0,0.666667,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,Direct+Link+Layout+Type,1.0,1.0,0.6,0.6,1.0,1.0,0.8,1.0,1.0,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,Direct+Link+Layout+Type,0.5,0.333333,0.5,0.25,0.75,1.0,1.0,1.0,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.633333,1.0,0.333333,0.666667,1.0,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,Direct+Link+Layout+Type,0.5,0.666667,1.0,0.666667,0.583333,0.5,1.0,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,Direct+Link+Layout+Type,0.5,0.333333,0.25,0.166667,0.625,1.0,0.5,0.75,0.75,0.75
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,Direct+Link+Layout+Type,0.428571,0.666667,0.285714,0.25,0.509242,0.5,0.285714,0.428571,0.428571,0.428571
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,Direct+Link+Layout+Type,0.4,0.666667,0.4,0.333333,0.607937,1.0,0.4,0.4,0.4,0.6
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,Direct+Link+Layout+Type,0.5,0.666667,0.25,0.222222,0.688695,1.0,0.375,0.5,0.5,0.5
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.519481,1.0,0.333333,0.333333,0.333333,0.666667
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,Direct+Link+Layout+Type,0.0,0.0,0.0,0.0,0.337302,0.25,0.333333,0.333333,0.666667,1.0
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,Direct+Link+Layout+Type,0.0,0.0,0.0,0.0,0.055556,0.055556,0.0,0.0,0.0,0.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,Direct+Link+Layout+Type,0.0,0.0,0.0,0.0,0.119279,0.1,0.0,0.0,0.0,0.0
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,Direct+Link+Layout+Type,0.333333,0.333333,0.333333,0.2,0.232198,0.5,0.333333,0.333333,0.333333,0.333333
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,DirectOnly,0.0,0.0,0.0,0.0,0.1875,0.25,0.5,0.5,0.5,0.5
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,DirectOnly,0.0,0.0,0.0,0.0,0.196429,0.25,0.5,0.5,0.5,0.5
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,DirectOnly,0.333333,0.333333,0.333333,0.2,0.425,0.5,0.333333,0.666667,0.666667,0.666667
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,DirectOnly,0.333333,0.333333,0.333333,0.2,0.516667,1.0,0.333333,0.333333,0.333333,0.333333
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,DirectOnly,0.5,0.666667,1.0,0.666667,0.583333,0.5,1.0,1.0,1.0,1.0
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,DirectOnly,0.0,0.0,0.0,0.0,0.12215,0.090909,0.0,0.0,0.0,0.0
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,DirectOnly,0.0,0.0,0.0,0.0,0.141917,0.142857,0.0,0.0,0.0,0.333333
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,DirectOnly,0.333333,0.333333,0.333333,0.2,0.444444,0.333333,0.666667,0.666667,1.0,1.0
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,DirectOnly,0.333333,0.333333,0.333333,0.2,0.444444,0.5,0.666667,0.666667,0.666667,0.666667
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,DirectOnly,0.0,0.0,0.0,0.0,0.114927,0.076923,0.0,0.0,0.0,0.0
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,DirectOnly,0.333333,0.333333,0.333333,0.2,0.289377,0.5,0.333333,0.333333,0.333333,0.333333
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,DirectOnly,0.333333,0.333333,0.333333,0.2,0.411111,0.333333,0.333333,0.666667,1.0,1.0
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,DirectOnly,0.0,0.0,0.0,0.0,0.126978,0.090909,0.0,0.0,0.0,0.0
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,DirectOnly,0.5,0.333333,0.5,0.25,0.361111,0.5,0.5,0.5,0.5,0.5
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,DirectOnly,0.0,0.333333,1.0,0.333333,0.333333,0.333333,1.0,1.0,1.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,DirectOnly,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,DirectOnly,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,DirectOnly,0.5,0.333333,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,DirectOnly,0.6,0.333333,0.2,0.142857,0.562857,0.333333,0.4,0.6,0.8,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,DirectOnly,0.5,0.666667,1.0,0.666667,0.583333,0.5,1.0,1.0,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,DirectOnly,0.0,0.0,0.0,0.0,0.359524,0.25,0.333333,0.666667,0.666667,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,DirectOnly,0.5,0.333333,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,DirectOnly,0.5,0.333333,0.25,0.166667,0.576923,1.0,0.5,0.5,0.75,0.75
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,DirectOnly,0.428571,0.666667,0.285714,0.25,0.60303,1.0,0.285714,0.428571,0.428571,0.428571
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,DirectOnly,0.4,0.666667,0.4,0.333333,0.644444,1.0,0.4,0.4,0.6,0.6
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,DirectOnly,0.375,0.666667,0.25,0.222222,0.451191,1.0,0.25,0.25,0.375,0.375
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,DirectOnly,0.333333,0.333333,0.333333,0.2,0.377778,0.5,0.333333,0.333333,0.666667,0.666667
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,DirectOnly,0.666667,0.666667,0.666667,0.5,0.555556,0.5,0.666667,0.666667,1.0,1.0
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,DirectOnly,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,1.0,1.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,DirectOnly,0.2,0.333333,0.2,0.142857,0.202056,0.5,0.2,0.2,0.2,0.2
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,DirectOnly,0.0,0.0,0.0,0.0,0.197712,0.25,0.333333,0.333333,0.333333,0.333333
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,FullClusterAdd,0.0,0.0,0.0,0.0,0.128788,0.090909,0.0,0.0,0.0,0.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,FullClusterAdd,0.5,0.333333,0.5,0.25,0.6,1.0,0.5,0.5,0.5,0.5
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.373016,0.5,0.333333,0.333333,0.333333,0.666667
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,FullClusterAdd,0.666667,0.666667,0.666667,0.5,0.916667,1.0,1.0,1.0,1.0,1.0
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,FullClusterAdd,0.5,0.333333,0.5,0.25,0.666667,1.0,0.5,0.5,1.0,1.0
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,FullClusterAdd,0.666667,0.666667,0.666667,0.5,0.916667,1.0,1.0,1.0,1.0,1.0
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.4,0.5,0.666667,0.666667,0.666667,0.666667
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.433333,1.0,0.333333,0.333333,0.333333,0.333333
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.528571,1.0,0.333333,0.333333,0.333333,0.666667
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.541667,1.0,0.666667,0.666667,0.666667,0.666667
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.633333,1.0,0.333333,0.666667,1.0,1.0
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.533333,0.5,0.666667,1.0,1.0,1.0
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,FullClusterAdd,0.5,0.666667,0.5,0.4,0.348694,0.5,0.5,0.5,0.5,0.5
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,FullClusterAdd,0.0,0.333333,0.5,0.25,0.366667,0.333333,0.5,1.0,1.0,1.0
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,FullClusterAdd,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,FullClusterAdd,0.0,0.333333,1.0,0.333333,0.333333,0.333333,1.0,1.0,1.0,1.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,FullClusterAdd,0.0,0.333333,1.0,0.333333,0.333333,0.333333,1.0,1.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,FullClusterAdd,1.0,0.666667,1.0,0.666667,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,FullClusterAdd,1.0,1.0,0.6,0.6,1.0,1.0,0.8,1.0,1.0,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,FullClusterAdd,0.5,0.333333,0.5,0.25,0.666667,1.0,0.5,0.5,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.633333,1.0,0.333333,0.666667,1.0,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,FullClusterAdd,0.5,0.666667,1.0,0.666667,0.583333,0.5,1.0,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,FullClusterAdd,0.5,0.333333,0.25,0.166667,0.636111,1.0,0.5,0.75,0.75,0.75
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,FullClusterAdd,0.571429,0.666667,0.285714,0.25,0.583159,0.5,0.428571,0.428571,0.428571,0.571429
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,FullClusterAdd,0.4,0.666667,0.4,0.333333,0.607937,1.0,0.4,0.4,0.4,0.6
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,FullClusterAdd,0.5,0.666667,0.25,0.222222,0.636561,1.0,0.375,0.375,0.375,0.375
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.490909,1.0,0.333333,0.333333,0.333333,0.333333
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,FullClusterAdd,0.0,0.0,0.0,0.0,0.319444,0.25,0.333333,0.333333,0.666667,0.666667
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,FullClusterAdd,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,FullClusterAdd,0.0,0.0,0.0,0.0,0.100992,0.038462,0.0,0.0,0.0,0.0
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,FullClusterAdd,0.333333,0.333333,0.333333,0.2,0.249249,0.5,0.333333,0.333333,0.333333,0.333333
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,LG-JSSF,0.0,0.0,0.0,0.0,0.128788,0.090909,0.0,0.0,0.0,0.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,LG-JSSF,0.5,0.333333,0.5,0.25,0.6,1.0,0.5,0.5,0.5,0.5
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,LG-JSSF,0.333333,0.333333,0.333333,0.2,0.361905,0.5,0.333333,0.333333,0.333333,0.666667
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,LG-JSSF,0.666667,0.666667,0.666667,0.5,0.866667,1.0,0.666667,1.0,1.0,1.0
