paper_id,method_name,r_precision,ip@3,ir@3,jaccard@3,map,mrr,ir@4,ir@5,ir@6,ir@7
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,Qwen3-VL-Rerank-Img,0.0,0.333333,1.0,0.333333,0.5,0.5,1.0,1.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,Qwen3-VL-Rerank-Img,0.5,0.666667,1.0,0.666667,0.583333,0.5,1.0,1.0,1.0,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,Qwen3-VL-Rerank-Img,1.0,1.0,0.6,0.6,1.0,1.0,0.8,1.0,1.0,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,Qwen3-VL-Rerank-Img,0.0,0.333333,0.5,0.25,0.416667,0.333333,1.0,1.0,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,Qwen3-VL-Rerank-Img,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,Qwen3-VL-Rerank-Img,0.5,0.333333,0.5,0.25,0.7,1.0,0.5,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,Qwen3-VL-Rerank-Img,0.75,1.0,0.75,0.75,0.840909,1.0,0.75,0.75,0.75,0.75
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,Qwen3-VL-Rerank-Img,0.714286,0.333333,0.142857,0.111111,0.604422,0.5,0.285714,0.428571,0.571429,0.714286
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,Qwen3-VL-Rerank-Img,0.6,0.333333,0.2,0.142857,0.659286,1.0,0.4,0.6,0.6,0.8
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,Qwen3-VL-Rerank-Img,0.625,0.333333,0.125,0.1,0.514685,0.333333,0.25,0.25,0.375,0.5
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,Qwen3-VL-Rerank-Img,0.666667,0.666667,0.666667,0.5,0.757576,1.0,0.666667,0.666667,0.666667,0.666667
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,Qwen3-VL-Rerank-Img,0.333333,0.333333,0.333333,0.2,0.528571,1.0,0.333333,0.333333,0.333333,0.666667
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,Qwen3-VL-Rerank-Img,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,Qwen3-VL-Rerank-Img,0.4,0.666667,0.4,0.333333,0.466561,1.0,0.4,0.4,0.4,0.4
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,Qwen3-VL-Rerank-Img,0.666667,0.666667,0.666667,0.5,0.706667,1.0,0.666667,0.666667,0.666667,0.666667
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,Layout-Order,0.5,0.333333,0.5,0.25,0.642857,1.0,0.5,0.5,0.5,1.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,Layout-Order,0.5,0.333333,0.5,0.25,0.583333,1.0,0.5,0.5,0.5,0.5
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,Layout-Order,0.333333,0.333333,0.333333,0.2,0.476923,1.0,0.333333,0.333333,0.333333,0.333333
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,Layout-Order,0.666667,0.666667,0.666667,0.5,0.729167,1.0,0.666667,0.666667,0.666667,0.666667
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,Layout-Order,0.5,0.333333,0.5,0.25,0.666667,1.0,0.5,0.5,1.0,1.0
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,Layout-Order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,Layout-Order,0.666667,0.666667,0.666667,0.5,0.618056,1.0,0.666667,0.666667,0.666667,0.666667
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,Layout-Order,0.333333,0.333333,0.333333,0.2,0.460317,1.0,0.333333,0.333333,0.333333,0.333333
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,Layout-Order,0.333333,0.333333,0.333333,0.2,0.555556,1.0,0.333333,0.333333,0.666667,0.666667
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,Layout-Order,0.333333,0.333333,0.333333,0.2,0.460317,1.0,0.333333,0.333333,0.333333,0.333333
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,Layout-Order,0.333333,0.333333,0.333333,0.2,0.535354,1.0,0.333333,0.333333,0.666667,0.666667
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,Layout-Order,0.333333,0.333333,0.333333,0.2,0.433333,0.5,0.666667,0.666667,0.666667,0.666667
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,Layout-Order,0.25,0.333333,0.25,0.166667,0.328036,1.0,0.25,0.25,0.25,0.25
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,Layout-Order,0.0,0.0,0.0,0.0,0.208333,0.166667,0.0,0.0,0.5,0.5
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,Layout-Order,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,Layout-Order,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,1.0,1.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,Layout-Order,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,Layout-Order,0.5,0.333333,0.5,0.25,0.75,1.0,1.0,1.0,1.0,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,Layout-Order,1.0,1.0,0.6,0.6,1.0,1.0,0.8,1.0,1.0,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,Layout-Order,1.0,0.666667,1.0,0.666667,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,Layout-Order,0.333333,0.333333,0.333333,0.2,0.633333,1.0,0.333333,0.666667,1.0,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,Layout-Order,0.0,0.333333,0.5,0.25,0.416667,0.333333,1.0,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,Layout-Order,0.25,0.333333,0.25,0.166667,0.385714,1.0,0.25,0.25,0.25,0.25
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,Layout-Order,0.428571,0.333333,0.142857,0.111111,0.474093,1.0,0.142857,0.285714,0.285714,0.428571
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,Layout-Order,0.6,0.333333,0.2,0.142857,0.659286,1.0,0.4,0.6,0.6,0.8
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,Layout-Order,0.5,0.666667,0.25,0.222222,0.705351,1.0,0.375,0.5,0.5,0.5
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,Layout-Order,0.333333,0.333333,0.333333,0.2,0.625,1.0,0.666667,0.666667,0.666667,0.666667
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,Layout-Order,0.666667,0.666667,0.666667,0.5,0.680556,1.0,0.666667,0.666667,0.666667,0.666667
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,Layout-Order,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,Layout-Order,0.4,0.333333,0.2,0.142857,0.372351,1.0,0.2,0.4,0.4,0.4
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,Layout-Order,0.333333,0.333333,0.333333,0.2,0.386752,1.0,0.333333,0.333333,0.333333,0.333333
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,Caption-BM25,1.0,0.666667,1.0,0.666667,1.0,1.0,1.0,1.0,1.0,1.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,Caption-BM25,0.0,0.333333,0.5,0.25,0.416667,0.333333,1.0,1.0,1.0,1.0
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,Caption-BM25,0.0,0.0,0.0,0.0,0.214286,0.142857,0.0,0.0,0.0,0.333333
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,Caption-BM25,0.333333,0.333333,0.333333,0.2,0.495238,1.0,0.333333,0.333333,0.333333,0.666667
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,Caption-BM25,0.5,0.333333,0.5,0.25,0.611111,1.0,0.5,0.5,0.5,0.5
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,Caption-BM25,0.0,0.0,0.0,0.0,0.221429,0.25,0.333333,0.333333,0.333333,0.333333
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,Caption-BM25,0.333333,0.333333,0.333333,0.2,0.205409,0.333333,0.333333,0.333333,0.333333,0.333333
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,Caption-BM25,0.0,0.0,0.0,0.0,0.213131,0.166667,0.0,0.0,0.333333,0.333333
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,Caption-BM25,0.0,0.0,0.0,0.0,0.257407,0.25,0.333333,0.333333,0.333333,0.333333
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,Caption-BM25,0.333333,0.333333,0.333333,0.2,0.466667,1.0,0.333333,0.333333,0.333333,0.333333
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,Caption-BM25,0.333333,0.333333,0.333333,0.2,0.527778,1.0,0.333333,0.333333,0.333333,0.333333
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,Caption-BM25,0.666667,0.666667,0.666667,0.5,0.755556,1.0,0.666667,1.0,1.0,1.0
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,Caption-BM25,0.25,0.333333,0.25,0.166667,0.385109,1.0,0.25,0.25,0.25,0.25
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,Caption-BM25,1.0,0.666667,1.0,0.666667,1.0,1.0,1.0,1.0,1.0,1.0
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,Caption-BM25,0.0,0.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,Caption-BM25,0.0,0.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,0.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,Caption-BM25,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,Caption-BM25,0.0,0.0,0.0,0.0,0.242857,0.2,0.0,0.5,0.5,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,Caption-BM25,0.6,0.333333,0.2,0.142857,0.69619,1.0,0.4,0.6,0.8,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,Caption-BM25,0.0,0.0,0.0,0.0,0.266667,0.2,0.0,0.5,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,Caption-BM25,0.666667,0.666667,0.666667,0.5,0.698413,1.0,0.666667,0.666667,0.666667,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,Caption-BM25,0.5,0.666667,1.0,0.666667,0.583333,0.5,1.0,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,Caption-BM25,0.0,0.0,0.0,0.0,0.083639,0.071429,0.0,0.0,0.0,0.0
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,Caption-BM25,0.142857,0.0,0.0,0.0,0.245536,0.2,0.0,0.142857,0.142857,0.142857
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,Caption-BM25,0.4,0.333333,0.2,0.142857,0.485714,0.5,0.4,0.4,0.4,0.6
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,Caption-BM25,0.375,0.333333,0.125,0.1,0.369061,0.5,0.125,0.25,0.25,0.25
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,Caption-BM25,0.333333,0.333333,0.333333,0.2,0.490909,1.0,0.333333,0.333333,0.333333,0.333333
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,Caption-BM25,0.333333,0.333333,0.333333,0.2,0.430409,1.0,0.333333,0.333333,0.333333,0.333333
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,Caption-BM25,0.0,0.0,0.0,0.0,0.055556,0.055556,0.0,0.0,0.0,0.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,Caption-BM25,0.0,0.0,0.0,0.0,0.179953,0.166667,0.0,0.0,0.2,0.2
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,Caption-BM25,0.0,0.0,0.0,0.0,0.09612,0.142857,0.0,0.0,0.0,0.333333
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.095455,0.090909,0.0,0.0,0.0,0.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.325,0.25,0.5,1.0,1.0,1.0
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.199495,0.166667,0.0,0.0,0.333333,0.333333
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.182407,0.125,0.0,0.0,0.0,0.0
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,Caption-Dense-v4,0.5,0.333333,0.5,0.25,0.642857,1.0,0.5,0.5,0.5,1.0
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.229798,0.166667,0.0,0.0,0.333333,0.333333
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,Caption-Dense-v4,0.666667,0.666667,0.666667,0.5,0.791667,1.0,0.666667,0.666667,0.666667,0.666667
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,Caption-Dense-v4,0.333333,0.333333,0.333333,0.2,0.31746,0.5,0.333333,0.333333,0.333333,0.666667
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,Caption-Dense-v4,0.333333,0.333333,0.333333,0.2,0.361905,0.5,0.333333,0.333333,0.333333,0.666667
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.10101,0.066667,0.0,0.0,0.0,0.0
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.155556,0.1,0.0,0.0,0.0,0.0
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,Caption-Dense-v4,0.333333,0.333333,0.333333,0.2,0.477778,0.333333,0.666667,1.0,1.0,1.0
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.089331,0.052632,0.0,0.0,0.0,0.0
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,Caption-Dense-v4,0.5,0.333333,0.5,0.25,0.625,1.0,0.5,0.5,0.5,0.5
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,Caption-Dense-v4,0.0,0.333333,1.0,0.333333,0.5,0.5,1.0,1.0,1.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,Caption-Dense-v4,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.208333,0.25,0.5,0.5,0.5,0.5
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,Caption-Dense-v4,0.6,0.666667,0.4,0.333333,0.79619,1.0,0.4,0.6,0.8,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,Caption-Dense-v4,0.5,0.333333,0.5,0.25,0.7,1.0,0.5,1.0,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,Caption-Dense-v4,0.666667,0.666667,0.666667,0.5,0.833333,1.0,0.666667,0.666667,1.0,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,Caption-Dense-v4,0.5,0.333333,0.5,0.25,0.75,1.0,1.0,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.102964,0.076923,0.0,0.0,0.0,0.0
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,Caption-Dense-v4,0.142857,0.333333,0.142857,0.111111,0.29941,0.333333,0.142857,0.142857,0.142857,0.142857
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,Caption-Dense-v4,0.4,0.666667,0.4,0.333333,0.497222,0.5,0.4,0.4,0.4,0.4
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,Caption-Dense-v4,0.375,0.333333,0.125,0.1,0.346057,0.333333,0.125,0.25,0.25,0.25
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,Caption-Dense-v4,0.333333,0.333333,0.333333,0.2,0.387302,0.333333,0.333333,0.666667,0.666667,1.0
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.163743,0.166667,0.0,0.0,0.333333,0.333333
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.171008,0.142857,0.0,0.0,0.0,0.2
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,Caption-Dense-v4,0.0,0.0,0.0,0.0,0.111623,0.166667,0.0,0.0,0.333333,0.333333
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,Zero-shot-CLIP,0.0,0.0,0.0,0.0,0.1125,0.1,0.0,0.0,0.0,0.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,Zero-shot-CLIP,0.0,0.0,0.0,0.0,0.126984,0.111111,0.0,0.0,0.0,0.0
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,Zero-shot-CLIP,0.0,0.0,0.0,0.0,0.220862,0.25,0.333333,0.333333,0.333333,0.333333
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.267157,0.5,0.333333,0.333333,0.333333,0.333333
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,Zero-shot-CLIP,0.5,0.333333,0.5,0.25,0.308824,0.5,0.5,0.5,0.5,0.5
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,Zero-shot-CLIP,0.666667,0.666667,0.666667,0.5,0.809524,1.0,0.666667,0.666667,0.666667,1.0
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.495238,1.0,0.333333,0.333333,0.333333,0.666667
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.289773,0.5,0.333333,0.333333,0.333333,0.333333
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.7,1.0,0.666667,1.0,1.0,1.0
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.421256,1.0,0.333333,0.333333,0.333333,0.333333
2017_G_B248.pdf-ceeb3cc2-f05c-4906-833a-5eb02870f643,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.366667,0.5,0.333333,0.666667,0.666667,0.666667
2017_G_B315.pdf-11a42682-c012-4452-b69e-37bc3de34fc6,Zero-shot-CLIP,0.0,0.0,0.0,0.0,0.230952,0.142857,0.0,0.0,0.0,0.333333
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,Zero-shot-CLIP,0.25,0.333333,0.25,0.166667,0.274079,0.5,0.25,0.5,0.5,0.5
2017_G_D002.pdf-34552dc9-fe7d-49e0-90b4-279a27481fa2,Zero-shot-CLIP,0.0,0.0,0.0,0.0,0.267857,0.25,0.5,0.5,0.5,1.0
2017_G_D035.pdf-dd7e65e6-ee52-4f20-a6d6-e97d20729925,Zero-shot-CLIP,0.0,0.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,1.0
2018_G_A229.pdf-b6d5ce70-0a39-4325-8406-1c887d9ce90c,Zero-shot-CLIP,0.0,0.333333,1.0,0.333333,0.5,0.5,1.0,1.0,1.0,1.0
2018_G_A440.pdf-065775f5-ff13-48f5-b12d-623da439971f,Zero-shot-CLIP,1.0,0.333333,1.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0
2018_G_A466.pdf-f42c5f5a-ee2d-4f66-84b0-d3e32153a4e5,Zero-shot-CLIP,0.0,0.333333,0.5,0.25,0.309524,0.333333,0.5,0.5,0.5,1.0
2018_G_B203.pdf-cd92e332-dd42-40fe-9530-03ab83e77d3a,Zero-shot-CLIP,0.6,0.333333,0.2,0.142857,0.69619,1.0,0.4,0.6,0.8,1.0
2018_G_B334.pdf-9618d410-024a-4368-8c34-abb687df4146,Zero-shot-CLIP,0.5,0.333333,0.5,0.25,0.666667,1.0,0.5,0.5,1.0,1.0
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,Zero-shot-CLIP,0.666667,0.666667,0.666667,0.5,0.866667,1.0,0.666667,1.0,1.0,1.0
2018_G_D029.pdf-10d238b4-ee16-4891-9522-f7e895f2f545,Zero-shot-CLIP,0.0,0.333333,0.5,0.25,0.366667,0.333333,0.5,1.0,1.0,1.0
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,Zero-shot-CLIP,0.0,0.0,0.0,0.0,0.084586,0.052632,0.0,0.0,0.0,0.0
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,Zero-shot-CLIP,0.285714,0.666667,0.285714,0.25,0.526451,1.0,0.285714,0.285714,0.285714,0.285714
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,Zero-shot-CLIP,0.4,0.333333,0.2,0.142857,0.42127,0.333333,0.2,0.4,0.4,0.6
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,Zero-shot-CLIP,0.375,0.666667,0.25,0.222222,0.535634,1.0,0.375,0.375,0.375,0.375
2023_G_B311.pdf-4c40818a-19f0-4e8f-bea2-d2c28c9a7a93,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.590909,1.0,0.666667,0.666667,0.666667,0.666667
2023_G_C050.pdf-2049a35a-b3ce-49bb-a0db-827272b74086,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.330409,0.333333,0.666667,0.666667,0.666667,0.666667
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,Zero-shot-CLIP,0.0,0.0,0.0,0.0,0.076923,0.076923,0.0,0.0,0.0,0.0
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,Zero-shot-CLIP,0.2,0.333333,0.2,0.142857,0.201548,0.333333,0.2,0.2,0.2,0.2
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,Zero-shot-CLIP,0.333333,0.333333,0.333333,0.2,0.233333,0.333333,0.333333,0.333333,0.333333,0.333333
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,Direct+Link,0.0,0.0,0.0,0.0,0.113095,0.083333,0.0,0.0,0.0,0.0
2016_G_A194.pdf-b86a85b1-ff13-48a6-90bc-0afc1ed6de24,Direct+Link,0.0,0.0,0.0,0.0,0.113095,0.083333,0.0,0.0,0.0,0.0
2016_G_A433.pdf-ace5f580-0291-4b74-8e8a-3e24514c4563,Direct+Link,0.333333,0.333333,0.333333,0.2,0.376923,0.5,0.333333,0.666667,0.666667,0.666667
2016_G_B022.pdf-45c1977b-4052-4367-8a33-85a423730b3d,Direct+Link,0.666667,0.666667,0.666667,0.5,0.805556,1.0,1.0,1.0,1.0,1.0
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,Direct+Link,0.5,0.333333,0.5,0.25,0.666667,1.0,0.5,0.5,1.0,1.0
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,Direct+Link,0.666667,0.666667,0.666667,0.5,0.626984,1.0,0.666667,0.666667,0.666667,0.666667
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,Direct+Link,0.0,0.0,0.0,0.0,0.224242,0.2,0.0,0.333333,0.333333,0.333333
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,Direct+Link,0.666667,0.666667,0.666667,0.5,0.588889,0.5,0.666667,1.0,1.0,1.0
2017_G_B104.pdf-435f7107-40d7-45f1-8d90-183339b8efc2,Direct+Link,0.333333,0.333333,0.333333,0.2,0.386905,0.5,0.333333,0.333333,0.333333,0.666667
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,Direct+Link,0.0,0.0,0.0,0.0,0.151812,0.125,0.0,0.0,0.0,0.0
