sample_count,total_selected_images,mean,std,median,q1,q3,min,max,mode_count,mode_frequency,image_total,table_total,text_modified_papers
31,95,3.064516129032258,1.6111172908051057,3.0,2.0,3.0,1,8,3,13,95,0,0
