paper_id,strategy,allfig_group,total_figure_count,figure_bin,allfig_score,best_prerecall_score,best_prerecall_group,best_prerecall_method,delta_allfig_minus_best,allfig_wins,allfig_ties,Proposed_score,delta_allfig_minus_Proposed,allfig_beats_Proposed,Layout_score,delta_allfig_minus_Layout,allfig_beats_Layout,QwenVL_score,delta_allfig_minus_QwenVL,allfig_beats_QwenVL
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,end_to_end_vlm,AllFig-E2E,19,16–20,0.365103405993025,0.4265818938914488,Prop-E2E-T6,Proposed,-0.061478487898423806,False,False,0.4265818938914488,-0.061478487898423806,False,0.3463212060721353,0.018782199920889697,True,0.1738676113999767,0.1912357945930483,True
2016_G_B294.pdf-efa735c1-180d-4ef2-b2e3-71ef259ee165,end_to_end_vlm,AllFig-E2E,19,16–20,0.4978936138483049,0.4298591793219238,Layout-E2E-T6,Layout,0.06803443452638108,True,False,0.3584454441511658,0.13944816969713908,True,0.4298591793219238,0.06803443452638108,True,0.4268645102730172,0.07102910357528769,True
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,end_to_end_vlm,AllFig-E2E,22,21–30,0.5286529423134129,0.3631077383096421,Prop-E2E-T6,Proposed,0.16554520400377076,True,False,0.3631077383096421,0.16554520400377076,True,0.1748208917333416,0.3538320505800713,True,0.2620359114871553,0.26661703082625754,True
2016_G_A028.pdf-6e4c52f4-be1a-43fe-9a4f-f2f6fb479a0c,end_to_end_vlm,AllFig-E2E,24,21–30,0.3830300296656251,0.5714285714285714,Layout-E2E-T6,Layout,-0.1883985417629463,False,False,0.2706596423366528,0.11237038732897231,True,0.5714285714285714,-0.1883985417629463,False,0.3492340208501132,0.033796008815511924,True
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,end_to_end_vlm,AllFig-E2E,24,21–30,0.3429760223762277,0.2702701799047968,Layout-E2E-T6,Layout,0.07270584247143091,True,False,0.2468366586747869,0.0961393637014408,True,0.2702701799047968,0.07270584247143091,True,0.1984709148053769,0.1445051075708508,True
2023_G_C228.pdf-b2387ac6-a2c5-4f0e-a228-e82e75c63418,end_to_end_vlm,AllFig-E2E,26,21–30,0.5912148170128521,0.554813534073135,QwenVL-E2E-T6,QwenVL,0.036401282939717006,True,False,0.2959626078605652,0.29525220915228684,True,0.2938147630010332,0.29740005401181885,True,0.554813534073135,0.036401282939717006,True
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,end_to_end_vlm,AllFig-E2E,27,21–30,0.5714285714285714,0.4707655390445873,QwenVL-E2E-T6,QwenVL,0.10066303238398411,True,False,0.3937789816227709,0.17764958980580048,True,0.4616625888567237,0.10976598257184772,True,0.4707655390445873,0.10066303238398411,True
2023_G_E032.pdf-a2ac9d24-a978-4750-bdfc-d48988ea3d38,end_to_end_vlm,AllFig-E2E,32,31+,0.1950491211898331,0.2314589545273549,Layout-E2E-T6,Layout,-0.03640983333752179,False,False,0.2238463001282332,-0.028797178938400086,False,0.2314589545273549,-0.03640983333752179,False,0.2235741198721014,-0.028524998682268293,False
2023_G_A092.pdf-5db87c85-f001-44bb-9cd1-933c32b9efdf,end_to_end_vlm,AllFig-E2E,35,31+,0.46312671198816,0.7193103041264922,Prop-E2E-T6,Proposed,-0.2561835921383322,False,False,0.7193103041264922,-0.2561835921383322,False,0.4263742099152982,0.03675250207286185,True,0.3718733745618833,0.09125333742627673,True
2023_G_E176.pdf-6a7252f2-fcac-48bd-9de1-2adf091599c5,end_to_end_vlm,AllFig-E2E,42,31+,0.4383916334778896,0.3755714439768317,Layout-E2E-T6,Layout,0.06282018950105794,True,False,0.2524208253387486,0.18597080813914102,True,0.3755714439768317,0.06282018950105794,True,0.3597455418701765,0.07864609160771313,True
2017_G_B447.pdf-bba1d9f9-3235-4893-aeb8-689cd6ed9376,end_to_end_vlm,AllFig-E2E,44,31+,0.6885809135945621,0.6181031396461673,QwenVL-E2E-T6,QwenVL,0.07047777394839483,True,False,0.5951300822597861,0.09345083133477594,True,0.5598120545937454,0.1287688590008167,True,0.6181031396461673,0.07047777394839483,True
